customer_id,recency,frequency,monetary,cluster
329,347,1,24,0
330,344,1,10,0
331,337,1,3,0
332,278,5,81,0
333,140,2,12,1
334,258,9,632,3
335,307,1,4,0
336,284,1,6,0
337,258,2,20,0
338,299,2,114,0
339,298,4,759,3
340,299,1,4,0
341,346,1,11,0
342,253,5,32,0
343,364,1,6,0
344,255,9,76,0
345,339,2,11,0
346,221,3,80,0
347,299,5,117,0
348,127,2,72,1
349,303,1,12,0
350,345,2,15,0
351,297,1,17,0
352,322,1,36,0
353,256,7,86,0
354,212,2,92,0
355,315,1,20,0
356,332,1,6,0
357,309,3,36,0
358,83,2,13,1
359,351,1,68,0
360,313,1,3,0
361,329,1,17,0
362,170,1,39,0
363,243,1,15,0
364,290,1,19,0
365,289,1,3,0
366,305,7,78,0
367,335,1,3,0
368,329,2,31,0
369,311,1,9,0
370,341,1,4,0
371,308,1,2,0
372,296,1,16,0
373,360,1,14,0
374,301,2,15,0
375,330,2,68,0
376,321,1,3,0
377,269,1,11,0
378,141,1,6,1
379,352,1,36,0
380,283,1,4,0
381,324,1,6,0
382,143,2,72,1
383,325,1,65,0
384,346,1,39,0
385,207,1,21,0
386,187,6,103,0
387,275,1,9,0
388,220,1,33,0
389,333,1,8,0
390,302,1,14,0
391,358,1,21,0
392,194,1,5,0
393,302,2,85,0
394,313,2,12,0
395,321,4,409,0
396,336,1,5,0
397,271,1,21,0
398,138,5,147,1
399,364,1,9,0
400,232,1,4,0
401,185,1,6,0
402,256,1,3,0
403,275,3,30,0
404,24,1,15,1
405,282,2,50,0
406,304,1,18,0
407,287,1,7,0
408,177,3,140,0
409,338,1,7,0
410,272,4,75,0
411,293,1,2,0
412,327,2,58,0
413,210,2,30,0
414,179,2,66,0
415,296,3,30,0
416,295,3,50,0
417,241,1,9,0
418,312,1,19,0
419,286,1,200,0
420,149,2,44,1
421,305,1,31,0
422,313,2,27,0
423,185,2,206,0
424,275,6,160,0
425,333,1,3,0
426,236,1,11,0
427,364,1,14,0
428,362,1,4,0
429,353,1,22,0
430,319,1,21,0
431,314,1,5,0
432,283,2,281,0
433,311,1,14,0
434,318,1,14,0
435,319,1,14,0
436,119,3,30,1
437,255,1,4,0
438,255,1,5,0
439,302,1,85,0
440,206,1,7,0
441,285,1,25,0
442,48,1,11,1
443,275,1,12,0
444,256,2,24,0
445,318,1,24,0
446,145,2,14,1
447,227,3,60,0
448,240,2,65,0
449,348,1,25,0
450,260,3,46,0
451,30,1,7,1
452,320,1,18,0
453,32,1,21,1
454,312,2,10,0
455,249,1,116,0
456,281,2,14,0
457,316,1,55,0
458,309,2,39,0
459,351,1,7,0
460,171,1,6,0
461,337,1,22,0
462,358,1,18,0
463,213,1,8,0
464,334,1,46,0
465,276,1,3,0
466,282,1,46,0
467,327,1,9,0
468,358,1,1,0
469,266,3,22,0
470,282,1,10,0
471,278,1,4,0
472,102,3,38,1
473,284,5,69,0
474,320,1,21,0
475,82,1,25,1
476,310,1,3,0
477,131,2,72,1
478,106,1,19,1
479,171,1,35,0
480,270,1,5,0
481,295,2,13,0
482,278,3,40,0
483,344,1,15,0
484,128,1,11,1
485,262,2,78,0
486,353,1,5,0
487,343,1,7,0
488,310,1,15,0
489,336,1,14,0
490,339,1,11,0
491,281,3,37,0
492,337,1,6,0
493,336,1,26,0
494,257,2,30,0
495,164,1,17,1
496,320,2,74,0
497,162,2,30,1
498,330,1,23,0
499,289,4,63,0
500,303,1,4,0
501,301,5,57,0
502,292,1,17,0
503,261,1,7,0
504,157,8,167,3
505,348,1,8,0
506,339,2,33,0
507,344,1,5,0
508,152,1,92,1
509,351,1,9,0
510,132,2,15,1
511,271,1,83,0
512,308,3,48,0
513,124,1,10,1
514,337,1,2,0
515,294,2,41,0
516,132,2,11,1
517,343,1,6,0
518,145,2,25,1
519,308,1,13,0
520,313,1,9,0
521,287,2,61,0
522,239,1,4,0
523,324,2,198,0
524,355,1,32,0
525,329,1,15,0
526,250,1,5,0
527,222,4,49,0
528,331,2,450,0
529,175,1,17,0
530,305,2,38,0
531,35,1,40,1
532,88,1,11,1
533,215,5,169,0
534,323,1,6,0
535,318,1,6,0
536,253,2,397,0
537,258,1,5,0
538,142,2,26,1
539,230,1,35,0
540,340,1,41,0
541,40,1,44,1
542,335,1,9,0
543,333,1,10,0
544,256,1,13,0
545,288,4,22,0
546,251,5,46,0
547,262,2,14,0
548,292,1,1,0
549,265,2,18,0
550,300,1,16,0
551,305,2,622,3
552,343,1,7,0
553,97,1,7,1
554,174,1,2,0
555,262,1,4,0
556,290,2,57,0
557,207,5,72,0
558,273,1,12,0
559,264,1,6,0
560,346,1,16,0
561,354,1,51,0
562,334,2,19,0
563,312,1,320,0
564,299,1,38,0
565,291,1,11,0
566,231,1,22,0
567,344,1,10,0
568,233,1,2,0
569,230,1,3,0
570,241,1,4,0
571,347,1,39,0
572,166,1,19,1
573,331,1,11,0
574,359,1,12,0
575,200,1,6,0
576,359,1,33,0
577,285,1,6,0
578,205,1,4,0
579,286,1,3,0
580,248,1,4,0
581,289,2,9,0
582,283,2,17,0
583,312,1,8,0
584,240,1,62,0
585,289,2,358,0
586,328,1,7,0
587,245,2,11,0
588,244,1,29,0
589,287,1,6,0
590,268,3,31,0
591,228,1,13,0
592,243,4,54,0
593,236,1,6,0
594,331,1,3,0
595,304,1,88,0
596,315,1,44,0
597,281,6,282,0
598,290,6,186,0
599,304,1,6,0
600,233,3,68,0
601,289,1,16,0
602,278,2,14,0
603,276,4,80,0
604,275,1,18,0
605,232,3,19,0
606,344,1,2,0
607,86,1,8,1
608,347,1,2,0
609,301,3,63,0
610,360,1,23,0
611,312,3,122,0
612,247,5,55,0
613,298,5,87,0
614,337,2,122,0
615,353,1,14,0
616,264,2,38,0
617,348,2,33,0
618,278,1,5,0
619,323,1,76,0
620,311,3,66,0
621,320,1,153,0
622,292,1,229,0
623,155,1,9,1
624,251,3,11,0
625,323,1,15,0
626,128,2,28,1
627,323,2,14,0
628,298,1,326,0
629,262,1,15,0
630,187,1,145,0
631,298,4,33,0
632,73,6,132,1
633,287,1,11,0
634,107,8,197,3
635,321,1,1,0
636,325,1,24,0
637,273,1,18,0
638,318,3,19,0
639,350,1,8,0
640,296,1,11,0
641,249,5,63,0
642,218,2,15,0
643,292,3,105,0
644,282,1,7,0
645,311,2,79,0
646,241,1,14,0
647,225,4,110,0
648,213,2,13,0
649,323,1,2,0
650,345,1,4,0
651,262,4,495,3
652,274,2,142,0
653,302,4,64,0
654,178,5,60,1
655,247,1,10,0
656,303,1,2,0
657,277,2,21,0
658,75,4,260,1
659,333,2,91,0
660,343,1,7,0
661,250,1,18,0
662,330,1,57,0
663,266,1,8,0
664,352,1,27,0
665,226,1,14,0
666,45,2,15,1
667,252,1,3,0
668,255,1,19,0
669,116,5,232,1
670,312,1,2,0
671,259,2,26,0
672,340,1,58,0
673,153,4,148,1
674,236,1,65,0
675,295,2,163,0
676,316,1,6,0
677,246,1,46,0
678,222,7,146,0
679,185,2,26,0
680,291,1,12,0
681,287,1,9,0
682,293,1,17,0
683,245,5,115,0
684,345,1,7,0
685,358,1,11,0
686,272,1,4,0
687,260,3,85,0
688,316,5,36,0
689,306,1,9,0
690,322,1,6,0
691,334,1,8,0
692,260,4,48,0
693,344,1,17,0
694,119,1,16,1
695,175,1,10,0
696,176,1,8,0
697,259,2,18,0
698,248,6,158,0
699,292,8,155,0
700,292,1,94,0
701,251,3,11,0
702,356,2,25,0
703,318,2,86,0
704,261,3,10,0
705,248,1,5,0
706,269,1,3,0
707,258,4,121,0
708,322,2,19,0
709,317,1,14,0
710,335,3,30,0
711,349,2,43,0
712,269,7,64,0
713,298,3,32,0
714,217,2,24,0
715,358,1,42,0
716,283,1,24,0
717,345,1,2,0
718,192,1,5,0
719,307,1,11,0
720,340,1,9,0
721,256,1,18,0
722,257,1,6,0
723,348,1,22,0
724,289,2,19,0
725,302,2,23,0
726,326,1,5,0
727,335,1,6,0
728,257,1,3,0
729,185,2,14,0
730,230,4,40,0
731,305,1,6,0
732,244,3,63,0
733,128,1,6,1
734,231,1,5,0
735,272,1,4,0
736,263,2,33,0
737,354,1,14,0
738,345,1,6,0
739,340,1,10,0
740,302,7,498,3
741,281,8,293,3
742,244,1,34,0
743,264,4,34,0
744,309,4,125,0
745,274,3,28,0
746,133,1,13,1
747,292,3,50,0
748,78,1,7,1
749,275,2,26,0
750,289,1,24,0
751,327,1,9,0
752,318,1,11,0
753,322,1,8,0
754,362,1,1,0
755,344,2,53,0
756,171,2,265,1
757,343,2,56,0
758,287,1,9,0
759,268,1,9,0
760,228,1,10,0
761,250,3,55,0
762,346,1,13,0
763,224,1,3,0
764,360,1,1,0
765,314,1,26,0
766,248,1,6,0
767,256,4,142,0
768,318,2,17,0
769,347,1,2,0
770,128,1,12,1
771,338,1,28,0
772,344,1,3,0
773,225,1,13,0
774,306,1,18,0
775,99,2,11,1
776,218,1,67,0
777,266,6,59,0
778,128,3,69,1
779,262,2,16,0
780,175,1,10,0
781,166,1,7,1
782,76,1,7,1
783,327,1,3,0
784,81,3,17,1
785,351,1,7,0
786,344,2,19,0
787,174,3,38,0
788,359,1,12,0
789,295,1,15,0
790,331,1,5,0
791,308,2,15,0
792,316,1,6,0
793,352,1,2,0
794,172,1,22,0
795,250,2,47,0
796,355,1,4,0
797,309,1,9,0
798,337,1,3,0
799,283,4,25,0
800,352,2,17,0
801,100,1,9,1
802,109,1,9,1
803,42,3,53,1
804,80,1,3,1
805,322,3,27,0
806,259,1,35,0
807,306,2,53,0
808,298,1,6,0
809,104,3,57,1
810,291,2,11,0
811,331,1,6,0
812,281,1,26,0
813,320,1,5,0
814,288,1,65,0
815,216,2,88,0
816,273,1,17,0
817,121,2,17,1
818,279,1,9,0
819,245,4,31,0
820,244,2,29,0
821,189,3,48,0
822,332,3,18,0
823,247,2,12,0
824,364,1,30,0
825,230,2,27,0
826,201,1,7,0
827,148,1,1,1
828,178,1,3,0
829,235,2,9,0
830,301,1,35,0
831,244,1,10,0
832,308,4,48,0
833,284,1,11,0
834,358,1,14,0
835,214,1,3,0
836,300,2,40,0
837,307,5,149,0
838,104,2,4,1
839,361,1,6,0
840,258,3,66,0
841,363,1,11,0
842,287,3,55,0
843,361,1,7,0
844,285,3,15,0
845,304,2,9,0
846,182,2,18,0
847,294,1,5,0
848,327,3,37,0
849,260,1,16,0
850,287,3,103,0
851,270,2,38,0
852,190,4,30,0
853,249,13,209,3
854,262,1,4,0
855,273,1,11,0
856,273,1,9,0
857,334,1,131,0
858,10,1,8,1
859,274,1,27,0
860,281,2,45,0
861,258,1,4,0
862,129,5,36,1
863,273,2,8,0
864,333,1,6,0
865,51,1,7,1
866,261,2,27,0
867,291,5,98,0
868,282,1,18,0
869,343,1,2,0
870,315,1,11,0
871,286,1,5,0
872,163,1,8,1
873,46,2,40,1
874,328,1,13,0
875,350,1,58,0
876,332,1,5,0
877,352,1,10,0
878,283,3,23,0
879,310,1,3,0
880,130,1,22,1
881,346,1,13,0
882,305,1,9,0
883,268,1,17,0
884,346,1,21,0
885,308,1,3,0
886,326,1,6,0
887,291,3,23,0
888,216,1,21,0
889,299,4,107,0
890,343,1,3,0
891,318,1,9,0
892,90,1,14,1
893,284,1,7,0
894,305,1,5,0
895,348,2,33,0
896,253,1,4,0
897,273,1,14,0
898,241,1,1,0
899,79,1,6,1
900,310,1,9,0
901,307,2,69,0
902,293,1,21,0
903,79,2,97,1
904,174,2,74,0
905,261,6,152,0
906,256,4,87,0
907,265,7,144,0
908,219,1,14,0
909,357,1,13,0
910,345,1,11,0
911,285,10,182,3
912,283,7,31,0
913,284,1,6,0
914,169,2,18,1
915,358,1,16,0
916,166,1,10,1
917,317,1,4,0
918,127,2,7,1
919,32,3,35,1
920,299,1,38,0
921,277,1,6,0
922,276,2,45,0
923,336,1,29,0
924,340,1,6,0
925,252,1,13,0
926,310,1,16,0
927,139,1,15,1
928,331,1,10,0
929,324,1,5,0
930,314,1,36,0
931,257,1,32,0
932,100,1,244,1
933,317,1,39,0
934,302,2,13,0
935,355,1,21,0
936,230,1,49,0
937,327,2,23,0
938,331,2,50,0
939,265,1,5,0
940,198,4,217,0
941,209,1,7,0
942,228,1,5,0
943,212,3,183,0
944,331,3,113,0
945,258,3,118,0
946,272,1,9,0
947,340,2,11,0
948,276,5,107,0
949,359,1,14,0
950,286,3,19,0
951,289,1,7,0
952,253,2,15,0
953,141,2,35,1
954,310,1,4,0
955,325,1,9,0
956,311,2,14,0
957,260,4,35,0
958,348,1,6,0
959,307,1,3,0
960,129,2,57,1
961,265,1,7,0
962,300,1,13,0
963,291,7,38,0
964,205,1,8,0
965,242,1,14,0
966,119,1,2,1
967,325,1,19,0
968,107,2,17,1
969,345,1,3,0
970,275,1,10,0
971,348,1,13,0
972,349,1,31,0
973,213,1,7,0
974,233,4,45,0
975,228,1,53,0
976,231,1,7,0
977,50,4,90,1
978,330,2,25,0
979,352,1,37,0
980,256,1,9,0
981,265,2,25,0
982,352,1,139,0
983,290,4,557,3
984,236,2,53,0
985,302,9,91,0
986,258,1,5,0
987,341,1,20,0
988,200,3,37,0
989,283,2,8,0
990,186,2,38,0
991,293,5,94,0
992,267,2,4,0
993,308,1,5,0
994,335,5,118,0
995,292,1,5,0
996,267,1,5,0
997,339,3,249,0
998,312,1,35,0
999,296,1,9,0
1000,320,1,21,0
1001,268,2,17,0
1002,329,1,2,0
1003,318,1,272,0
1004,209,1,17,0
1005,176,1,6,0
1006,313,1,10,0
1007,256,2,64,0
1008,303,6,146,0
1009,265,2,194,0
1010,178,1,13,0
1011,345,1,10,0
1012,344,1,33,0
1013,211,2,10,0
1014,299,3,120,0
1015,309,1,12,0
1016,262,1,14,0
1017,252,1,2,0
1018,320,4,205,0
1019,194,3,28,0
1020,235,1,53,0
1021,355,1,21,0
1022,164,1,41,1
1023,346,1,16,0
1024,179,1,5,0
1025,321,1,6,0
1026,278,1,19,0
1027,322,1,8,0
1028,229,4,128,0
1029,285,1,3,0
1030,359,1,8,0
1031,332,2,40,0
1032,360,1,7,0
1033,84,1,5,1
1034,308,1,8,0
1035,149,1,8,1
1036,327,1,0,0
1037,221,1,2,0
1038,83,2,23,1
1039,347,1,8,0
1040,298,1,12,0
1041,305,2,52,0
1042,312,1,6,0
1043,300,1,7,0
1044,310,1,12,0
1045,324,1,10,0
1046,313,1,5,0
1047,316,1,12,0
1048,358,1,56,0
1049,264,1,2,0
1050,185,1,36,0
1051,267,2,21,0
1052,9,1,13,1
1053,274,5,38,0
1054,303,4,25,0
1055,354,1,36,0
1056,111,1,10,1
1057,345,1,6,0
1058,255,1,4,0
1059,310,3,143,0
1060,244,1,10,0
1061,358,1,3,0
1062,278,2,19,0
1063,322,1,14,0
1064,142,3,109,1
1065,300,4,105,0
1066,267,8,41,0
1067,326,2,5,0
1068,316,1,16,0
1069,350,2,9,0
1070,356,1,15,0
1071,323,1,5,0
1072,284,1,68,0
1073,288,1,13,0
1074,150,1,33,1
1075,307,1,39,0
1076,352,1,156,0
1077,300,1,8,0
1078,254,2,27,0
1079,252,2,16,0
1080,281,1,6,0
1081,139,1,77,1
1082,276,4,80,0
1083,222,2,24,0
1084,278,1,12,0
1085,258,4,38,0
1086,304,2,48,0
1087,337,1,11,0
1088,265,1,9,0
1089,249,1,19,0
1090,314,1,7,0
1091,355,1,15,0
1092,323,1,28,0
1093,132,1,4,1
1094,307,1,9,0
1095,347,1,12,0
1096,283,1,17,0
1097,275,1,121,0
1098,136,9,213,3
1099,299,2,49,0
1100,100,6,78,1
1101,200,1,18,0
1102,300,1,35,0
1103,254,5,119,0
1104,348,1,8,0
1105,308,1,7,0
1106,321,1,12,0
1107,332,1,7,0
1108,83,2,24,1
1109,322,1,7,0
1110,333,2,17,0
1111,337,1,5,0
1112,349,1,44,0
1113,354,1,0,0
1114,230,3,22,0
1115,334,2,25,0
1116,314,1,27,0
1117,322,1,8,0
1118,248,1,6,0
1119,109,8,60,1
1120,283,1,7,0
1121,314,2,4,0
1122,331,1,33,0
1123,253,1,36,0
1124,56,3,37,1
1125,237,1,11,0
1126,304,1,17,0
1127,287,1,9,0
1128,308,2,15,0
1129,152,1,7,1
1130,289,1,31,0
1131,289,3,18,0
1132,207,1,8,0
1133,307,1,12,0
1134,258,17,163,3
1135,76,1,11,1
1136,261,2,54,0
1137,290,3,43,0
1138,341,1,22,0
1139,248,1,9,0
1140,310,2,58,0
1141,313,1,9,0
1142,310,2,31,0
1143,309,1,5,0
1144,294,1,22,0
1145,248,1,19,0
1146,325,1,20,0
1147,303,2,7,0
1148,308,1,4,0
1149,324,1,8,0
1150,312,1,63,0
1151,215,2,14,0
1152,353,1,21,0
1153,345,1,7,0
1154,296,3,85,0
1155,333,1,5,0
1156,308,3,114,0
1157,287,2,8,0
1158,294,1,2,0
1159,336,2,39,0
1160,131,1,20,1
1161,305,1,16,0
1162,297,1,11,0
1163,281,1,5,0
1164,100,1,27,1
1165,118,5,118,1
1166,46,1,22,1
1167,172,1,6,0
1168,243,1,38,0
1169,77,1,11,1
1170,269,4,189,0
1171,343,1,5,0
1172,248,1,15,0
1173,242,1,22,0
1174,210,1,7,0
1175,265,1,11,0
1176,261,2,28,0
1177,307,3,38,0
1178,295,3,29,0
1179,264,1,4,0
1180,269,1,8,0
1181,252,1,2,0
1182,70,1,53,1
1183,191,1,29,0
1184,230,3,67,0
1185,327,1,11,0
1186,323,1,7,0
1187,308,1,90,0
1188,351,1,17,0
1189,227,1,34,0
1190,271,1,7,0
1191,333,1,13,0
1192,317,1,15,0
1193,189,2,19,0
1194,287,1,7,0
1195,247,2,106,0
1196,345,1,70,0
1197,67,3,38,1
1198,311,1,16,0
1199,121,1,6,1
1200,310,1,7,0
1201,348,1,6,0
1202,341,1,18,0
1203,270,2,24,0
1204,304,4,158,0
1205,309,1,8,0
1206,159,2,20,1
1207,307,3,32,0
1208,194,1,53,0
1209,293,8,60,0
1210,323,1,91,0
1211,362,1,14,0
1212,268,1,11,0
1213,304,2,8,0
1214,318,1,10,0
1215,297,1,17,0
1216,326,1,9,0
1217,360,1,10,0
1218,345,1,8,0
1219,286,1,28,0
1220,344,1,12,0
1221,312,1,40,0
1222,138,1,6,1
1223,221,1,15,0
1224,240,5,49,0
1225,85,2,40,1
1226,265,1,13,0
1227,312,4,42,0
1228,147,1,1,1
1229,269,2,44,0
1230,204,2,6,0
1231,344,1,13,0
1232,144,1,7,1
1233,290,1,21,0
1234,352,1,5,0
1235,260,1,16,0
1236,251,1,23,0
1237,268,1,7,0
1238,351,1,10,0
1239,101,3,36,1
1240,251,5,118,0
1241,207,3,295,0
1242,163,6,171,1
1243,273,3,31,0
1244,294,1,14,0
1245,264,7,42,0
1246,199,1,18,0
1247,340,1,6,0
1248,311,4,274,0
1249,284,2,55,0
1250,256,3,79,0
1251,337,1,3,0
1252,360,1,6,0
1253,320,6,151,0
1254,318,1,2,0
1255,228,4,80,0
1256,156,1,3,1
1257,239,6,577,3
1258,294,2,33,0
1259,285,2,42,0
1260,352,1,118,0
1261,257,1,4,0
1262,256,1,46,0
1263,277,4,22,0
1264,362,1,11,0
1265,171,1,7,0
1266,176,1,5,0
1267,166,1,17,1
1268,285,1,11,0
1269,329,1,10,0
1270,291,6,334,0
1271,322,1,10,0
1272,149,1,8,1
1273,245,6,29,0
1274,305,2,18,0
1275,185,1,17,0
1276,354,3,31,0
1277,287,5,145,0
1278,290,1,6,0
1279,251,1,19,0
1280,345,1,7,0
1281,236,5,75,0
1282,268,3,43,0
1283,340,1,15,0
1284,307,2,35,0
1285,294,2,9,0
1286,274,1,3,0
1287,338,1,25,0
1288,306,1,12,0
1289,307,2,81,0
1290,232,1,16,0
1291,296,1,3,0
1292,256,1,26,0
1293,198,1,2,0
1294,346,2,22,0
1295,299,1,8,0
1296,218,1,4,0
1297,139,1,76,1
1298,352,1,7,0
1299,298,1,68,0
1300,318,2,42,0
1301,257,1,8,0
1302,333,2,45,0
1303,346,1,7,0
1304,153,3,74,1
1305,300,3,36,0
1306,241,1,8,0
1307,313,3,31,0
1308,358,1,3,0
1309,316,1,6,0
1310,303,4,28,0
1311,337,1,33,0
1312,250,5,68,0
1313,295,3,30,0
1314,303,7,407,3
1315,257,2,22,0
1316,143,1,8,1
1317,285,4,98,0
1318,131,1,2,1
1319,222,3,46,0
1320,176,4,167,1
1321,344,1,6,0
1322,294,1,7,0
1323,237,2,41,0
1324,293,2,13,0
1325,291,1,12,0
1326,274,3,109,0
1327,326,2,57,0
1328,270,1,1,0
1329,274,1,5,0
1330,333,2,17,0
1331,292,1,13,0
1332,224,1,1,0
1333,316,1,22,0
1334,235,1,41,0
1335,300,2,119,0
1336,355,2,51,0
1337,193,1,6,0
1338,324,1,17,0
1339,271,7,85,0
1340,52,2,156,1
1341,289,2,30,0
1342,292,1,42,0
1343,272,1,12,0
1344,139,2,17,1
1345,227,2,10,0
1346,285,4,73,0
1347,288,3,188,0
1348,318,1,91,0
1349,294,3,39,0
1350,307,5,36,0
1351,351,1,2,0
1352,283,1,21,0
1353,314,1,11,0
1354,335,1,20,0
1355,300,1,27,0
1356,75,1,1,1
1357,291,2,30,0
1358,283,1,7,0
1359,336,1,3,0
