customer_id,recency,frequency,monetary,unique_sku_purchased,day_of_week,monthly_spending_mean,monthly_spending_std,spending_trend,cluster
67,199,1,86.42,3,2,86.42,0.0,0.0,2
68,300,1,16.91,2,6,16.91,0.0,0.0,1
69,345,1,12.18,2,3,12.18,0.0,0.0,1
70,353,1,55.15,5,2,55.15,0.0,0.0,2
71,257,1,12.510000000000002,2,0,12.510000000000002,0.0,0.0,2
72,318,1,13.68,1,2,13.68,0.0,0.0,2
73,317,1,2.11,1,3,2.11,0.0,0.0,1
74,316,2,55.31,5,4,27.654999999999998,30.4550890657046,-43.06999999999999,1
75,347,1,66.85,5,1,66.85,0.0,0.0,2
76,286,1,16.37,2,6,16.37,0.0,0.0,1
77,153,1,25.12,4,6,25.12,0.0,0.0,1
78,358,1,85.91,3,4,85.91,0.0,0.0,1
79,330,1,10.950000000000001,3,4,10.950000000000001,0.0,0.0,1
80,351,1,11.37,1,4,11.37,0.0,0.0,1
81,311,1,5.59,1,2,5.59,0.0,0.0,2
82,171,1,13.299999999999999,2,2,13.299999999999999,0.0,0.0,2
83,319,2,45.82,5,0,22.910000000000004,4.5113412639701735,-6.379999999999999,2
84,135,6,30.52,3,2,6.104,2.6974302585979864,1.5070000000000001,2
85,262,1,42.41,4,2,42.41,0.0,0.0,2
86,350,1,6.07,1,5,6.07,0.0,0.0,1
87,162,1,14.65,2,4,14.65,0.0,0.0,1
88,347,1,15.8,2,1,15.8,0.0,0.0,2
89,284,1,15.27,2,1,15.27,0.0,0.0,2
90,293,1,4.02,1,6,4.02,0.0,0.0,1
91,317,4,86.07000000000001,6,3,43.035,49.914667683958385,70.59,1
92,295,1,4.37,2,4,4.37,0.0,0.0,1
93,323,3,140.72,9,1,70.36,76.09883179129625,107.62,2
94,341,3,21.21,4,0,21.21,0.0,0.0,2
95,271,5,97.15,10,0,24.2875,21.507868908843573,16.191000000000003,2
96,276,1,98.22,4,2,98.22,0.0,0.0,2
97,323,2,25.509999999999998,4,4,12.754999999999999,4.320422433049805,-6.109999999999999,1
98,271,1,4.77,1,0,4.77,0.0,0.0,2
99,196,7,97.23,11,6,32.410000000000004,15.42743335749664,-15.124999999999998,1
100,363,1,13.129999999999999,2,6,13.129999999999999,0.0,0.0,1
101,100,2,31.52,6,3,31.52,0.0,0.0,1
102,322,1,34.33,2,5,34.33,0.0,0.0,1
103,331,1,8.32,1,3,8.32,0.0,0.0,1
104,331,3,40.92,5,2,20.46,16.19274528917194,22.9,2
105,286,2,231.35,8,3,115.67500000000001,24.03455949253077,-33.99000000000002,1
106,316,2,15.41,3,0,15.41,0.0,0.0,2
107,350,1,40.55,4,5,40.55,0.0,0.0,1
108,94,2,17.82,3,6,8.91,5.006316010800757,-7.080000000000001,1
109,303,6,458.81,14,2,152.93666666666667,20.502771357388085,-15.235,0
110,276,1,15.760000000000002,3,2,15.760000000000002,0.0,0.0,2
111,344,1,5.88,1,4,5.88,0.0,0.0,1
112,289,6,449.41999999999996,13,0,149.80666666666667,109.91757563435127,79.23,0
113,177,2,37.53,6,3,18.765,4.956818536117699,-7.01,1
114,241,1,8.8,1,2,8.8,0.0,0.0,2
115,119,1,39.69,5,5,39.69,0.0,0.0,1
116,254,1,11.87,2,3,11.87,0.0,0.0,1
117,360,1,4.19,1,2,4.19,0.0,0.0,2
118,216,2,126.53999999999999,7,6,63.27,43.93961538293206,62.14,1
119,269,2,27.48,4,2,27.48,0.0,0.0,2
120,313,1,3.21,1,0,3.21,0.0,0.0,2
121,328,1,15.29,3,6,15.29,0.0,0.0,1
122,241,2,29.939999999999998,5,4,14.969999999999999,3.4789653634378133,-4.92,1
123,291,2,35.29,4,1,17.645,9.17117495198952,-12.969999999999999,2
124,361,1,64.81,3,1,64.81,0.0,0.0,2
125,300,1,7.23,1,6,7.23,0.0,0.0,1
126,234,1,5.66,1,2,5.66,0.0,0.0,2
127,332,1,11.18,1,2,11.18,0.0,0.0,2
128,277,3,35.75,6,0,17.875,6.866006845321377,-9.71,2
129,357,1,7.23,1,5,7.23,0.0,0.0,1
130,307,2,14.879999999999999,3,6,7.4399999999999995,5.388153672641492,-7.62,1
131,342,4,192.89,14,6,192.89,0.0,0.0,1
132,263,1,3.0,1,1,3.0,0.0,0.0,2
133,360,1,16.43,3,2,16.43,0.0,0.0,2
134,338,1,14.86,2,3,14.86,0.0,0.0,1
135,150,1,21.869999999999997,2,2,21.869999999999997,0.0,0.0,2
136,297,2,18.27,2,2,9.135,4.433559518039653,-6.27,2
137,354,1,22.38,3,1,22.38,0.0,0.0,2
138,235,2,5.79,2,1,2.895,1.1101576464628797,-1.5700000000000003,2
139,316,1,6.35,1,4,6.35,0.0,0.0,1
140,252,4,74.67,7,6,24.89,20.442964559965368,20.410000000000004,1
141,317,1,9.0,1,3,9.0,0.0,0.0,1
142,346,1,10.5,1,2,10.5,0.0,0.0,2
143,336,2,16.450000000000003,2,5,16.450000000000003,0.0,0.0,1
144,360,1,7.41,2,2,7.41,0.0,0.0,2
145,358,1,41.41,4,4,41.41,0.0,0.0,1
146,346,1,7.44,1,2,7.44,0.0,0.0,2
147,340,1,16.31,2,1,16.31,0.0,0.0,2
148,250,1,10.81,1,0,10.81,0.0,0.0,2
149,205,2,22.89,6,4,11.445,6.0881893860161735,8.61,1
150,33,1,3.88,1,0,3.88,0.0,0.0,2
151,232,1,20.75,1,4,20.75,0.0,0.0,1
152,239,1,5.88,1,4,5.88,0.0,0.0,1
153,310,2,38.74,2,3,19.37,4.596194077712559,6.5,1
154,290,1,1.5,1,2,1.5,0.0,0.0,2
155,115,1,40.19,2,2,40.19,0.0,0.0,2
156,146,1,98.69000000000001,7,6,98.69000000000001,0.0,0.0,1
157,195,1,2.43,1,6,2.43,0.0,0.0,1
158,323,2,16.81,3,4,8.405,4.461843789287114,-6.309999999999999,1
159,334,1,44.55,2,0,44.55,0.0,0.0,2
160,310,1,14.25,1,3,14.25,0.0,0.0,1
161,255,1,6.35,1,2,6.35,0.0,0.0,2
162,354,1,70.26,5,1,70.26,0.0,0.0,2
163,137,1,18.34,2,1,18.34,0.0,0.0,2
164,338,1,5.79,1,3,5.79,0.0,0.0,1
165,271,7,353.63,21,4,117.87666666666667,143.2420232799486,-18.185000000000002,0
166,309,1,2.37,1,4,2.37,0.0,0.0,1
167,271,3,56.82000000000001,6,0,28.410000000000004,8.174154390516495,-11.560000000000006,2
168,303,1,54.9,3,3,54.9,0.0,0.0,1
169,320,1,14.52,2,0,14.52,0.0,0.0,2
170,337,2,8.59,2,4,8.59,0.0,0.0,1
171,333,1,10.16,2,1,10.16,0.0,0.0,2
172,288,1,2.59,1,4,2.59,0.0,0.0,1
173,284,1,71.7,2,1,71.7,0.0,0.0,2
174,97,3,637.0,5,6,212.33333333333334,153.65841413125847,-89.36500000000002,0
175,198,1,5.32,1,3,5.32,0.0,0.0,1
176,339,3,10.69,3,0,10.69,0.0,0.0,2
177,143,1,26.8,2,2,26.8,0.0,0.0,2
178,364,1,58.99,2,5,58.99,0.0,0.0,1
179,211,2,90.99000000000001,8,2,45.495000000000005,18.06657825931629,25.550000000000004,2
180,354,1,62.52,7,1,62.52,0.0,0.0,2
181,309,3,278.22,11,3,278.22,0.0,0.0,0
182,332,1,183.77,4,2,183.77,0.0,0.0,2
183,264,5,64.79,6,0,21.596666666666664,16.931167512411346,6.434999999999999,2
184,289,1,2.11,1,3,2.11,0.0,0.0,1
185,319,1,48.489999999999995,2,1,48.489999999999995,0.0,0.0,2
186,281,4,67.71,8,1,33.855000000000004,35.30584158464432,-49.93,2
187,321,1,5.12,1,6,5.12,0.0,0.0,1
188,286,3,233.6,10,6,116.8,30.603581489753775,-43.28,1
189,274,1,30.52,2,4,30.52,0.0,0.0,1
190,299,1,46.79,3,0,46.79,0.0,0.0,2
191,363,1,4.38,1,6,4.38,0.0,0.0,1
192,159,1,5.56,1,0,5.56,0.0,0.0,2
193,327,4,122.87,10,3,61.435,53.52091226800978,-75.69,1
194,350,1,15.02,4,5,15.02,0.0,0.0,1
195,364,1,13.1,2,5,13.1,0.0,0.0,1
196,353,1,62.52,1,2,62.52,0.0,0.0,2
197,308,2,21.94,2,0,10.97,9.05096679918781,12.8,2
198,325,2,196.39,10,2,98.195,29.02673336770778,41.05,2
199,355,1,25.89,2,0,25.89,0.0,0.0,2
200,330,1,16.86,1,4,16.86,0.0,0.0,1
201,293,2,23.990000000000002,4,4,11.995000000000001,6.540737725975565,-9.25,1
202,339,2,211.64000000000001,3,4,211.64000000000001,0.0,0.0,1
203,327,1,6.68,1,0,6.68,0.0,0.0,2
204,318,1,7.94,1,2,7.94,0.0,0.0,2
205,296,3,49.55,7,2,24.775,2.439518395093591,3.450000000000003,2
206,265,1,7.12,1,6,7.12,0.0,0.0,1
207,274,1,6.75,1,4,6.75,0.0,0.0,1
208,147,4,48.8,6,5,12.2,7.713157589470085,5.4719999999999995,1
209,34,1,13.0,2,6,13.0,0.0,0.0,1
210,273,4,284.15,7,3,94.71666666666665,24.99786657563667,6.300000000000004,1
211,139,1,11.0,1,6,11.0,0.0,0.0,1
212,289,1,26.060000000000002,4,3,26.060000000000002,0.0,0.0,1
213,185,4,112.03,9,0,37.343333333333334,21.32966322597085,-12.219999999999997,2
214,230,2,49.900000000000006,2,4,49.900000000000006,0.0,0.0,1
215,238,1,12.23,2,5,12.23,0.0,0.0,1
216,358,1,2.13,1,4,2.13,0.0,0.0,1
217,123,6,263.49,12,1,65.8725,59.42729696864901,33.313,0
218,309,2,25.46,3,4,25.46,0.0,0.0,1
219,356,1,7.3,1,6,7.3,0.0,0.0,1
220,320,1,13.07,2,0,13.07,0.0,0.0,2
221,127,4,36.97,5,4,12.323333333333332,8.52773318844658,6.114999999999998,1
222,136,6,35.67,5,3,8.9175,4.093102938684374,-1.4969999999999999,1
223,157,2,9.06,2,2,4.53,1.8950461735799473,2.68,2
224,287,2,21.69,3,5,10.845,2.7789296500631315,-3.9299999999999997,1
225,299,1,15.25,2,0,15.25,0.0,0.0,2
226,288,3,83.62,7,4,83.62,0.0,0.0,1
227,327,1,3.28,2,0,3.28,0.0,0.0,2
228,283,4,106.72,10,2,53.36,24.06991483159008,-34.04,2
229,354,1,15.149999999999999,3,1,15.149999999999999,0.0,0.0,2
230,320,1,117.32,4,0,117.32,0.0,0.0,2
231,251,2,29.1,3,6,14.55,0.933380951166243,1.3200000000000003,1
232,347,1,538.88,2,1,538.88,0.0,0.0,0
233,256,1,6.75,2,1,6.75,0.0,0.0,2
234,355,1,13.09,2,0,13.09,0.0,0.0,2
235,331,1,21.22,3,3,21.22,0.0,0.0,1
236,98,2,22.310000000000002,2,5,11.155000000000001,3.4011836175072934,4.8100000000000005,1
237,235,2,12.0,2,0,6.0,3.5638181771801993,-5.039999999999999,2
238,188,2,4.07,2,1,2.035,0.19091883092036768,0.27,2
239,260,1,19.67,3,4,19.67,0.0,0.0,1
240,337,1,36.97,1,4,36.97,0.0,0.0,1
241,333,1,18.0,3,1,18.0,0.0,0.0,2
242,320,1,42.16,3,0,42.16,0.0,0.0,2
243,267,1,22.54,1,4,22.54,0.0,0.0,1
244,250,1,11.69,1,0,11.69,0.0,0.0,2
245,304,3,644.64,9,2,322.32,265.44788565742994,375.4,0
246,285,3,36.87,7,6,18.435,14.997734828966673,-21.21,1
247,182,1,7.23,1,5,7.23,0.0,0.0,1
248,284,1,1.06,1,1,1.06,0.0,0.0,2
249,302,2,12.450000000000001,2,4,6.2250000000000005,5.890199487283942,-8.330000000000002,1
250,271,1,90.33,9,0,90.33,0.0,0.0,2
251,148,2,19.57,4,4,9.785,2.7506453788156704,3.8900000000000006,1
252,314,1,8.46,2,6,8.46,0.0,0.0,1
253,309,1,42.42,1,4,42.42,0.0,0.0,1
254,221,1,28.05,4,1,28.05,0.0,0.0,2
255,233,1,3.69,1,3,3.69,0.0,0.0,1
256,317,1,62.37,8,3,62.37,0.0,0.0,1
257,333,1,84.81,7,1,84.81,0.0,0.0,2
258,326,1,7.9,1,1,7.9,0.0,0.0,2
259,277,2,73.72000000000001,7,0,36.86,7.41047906683502,10.48,2
260,281,5,46.18,8,4,23.09,7.283199846221438,-10.299999999999997,1
261,142,1,15.12,1,3,15.12,0.0,0.0,1
262,272,3,163.95999999999998,5,3,54.65333333333333,42.822224759268785,42.67999999999999,1
263,267,4,111.32,9,4,55.66,37.25038523290732,-52.68,1
264,305,1,21.3,3,1,21.3,0.0,0.0,2
265,32,3,23.39,4,1,7.796666666666667,1.170227898032402,0.565,2
266,286,7,555.29,19,0,277.645,239.60313280506162,-338.85,0
267,313,2,173.45000000000002,4,1,86.72500000000001,119.21113224024005,-168.59,2
268,260,1,6.21,1,4,6.21,0.0,0.0,1
269,360,1,10.27,3,2,10.27,0.0,0.0,2
270,334,1,7.41,2,0,7.41,0.0,0.0,2
271,281,1,10.02,1,4,10.02,0.0,0.0,1
272,340,1,14.620000000000001,2,1,14.620000000000001,0.0,0.0,2
273,354,1,4.26,1,1,4.26,0.0,0.0,2
274,303,6,199.78,14,1,66.59333333333333,21.405476713526685,-12.065,2
275,297,13,131.47,16,3,43.82333333333333,6.25389745145644,2.1449999999999996,1
276,172,1,7.5,2,1,7.5,0.0,0.0,2
277,344,1,4.12,2,4,4.12,0.0,0.0,1
278,206,1,11.04,1,2,11.04,0.0,0.0,2
279,298,4,103.29,10,3,51.644999999999996,37.8089995900447,-53.47,1
280,330,1,9.0,1,4,9.0,0.0,0.0,1
281,290,1,7.57,1,2,7.57,0.0,0.0,2
282,271,8,151.27,13,0,37.8175,56.28775555127421,-31.161,2
283,329,1,19.29,4,5,19.29,0.0,0.0,1
284,287,2,9.69,2,5,9.69,0.0,0.0,1
285,250,2,12.56,4,6,12.56,0.0,0.0,1
286,297,2,14.02,3,2,14.02,0.0,0.0,2
287,248,1,6.07,1,2,6.07,0.0,0.0,2
288,249,8,65.59,12,0,21.863333333333333,19.54052285209721,-6.480000000000002,2
289,289,6,44.71,5,0,14.90333333333333,11.648885497477144,7.699999999999999,2
290,296,1,16.240000000000002,2,3,16.240000000000002,0.0,0.0,1
291,324,1,5.87,1,3,5.87,0.0,0.0,1
292,290,1,16.73,2,2,16.73,0.0,0.0,2
293,122,2,22.88,4,2,11.44,0.9050966799187816,-1.2800000000000011,2
294,334,1,8.52,1,0,8.52,0.0,0.0,2
295,355,1,13.170000000000002,2,0,13.170000000000002,0.0,0.0,2
296,258,2,74.73,6,6,37.365,34.57045053221031,48.89,1
297,307,1,72.43,4,6,72.43,0.0,0.0,1
298,186,2,22.42,3,1,22.42,0.0,0.0,2
299,358,1,11.030000000000001,3,4,11.030000000000001,0.0,0.0,1
300,337,1,6.61,3,4,6.61,0.0,0.0,1
301,295,3,104.88,5,4,34.96,13.025022072917958,11.280000000000001,1
302,330,2,28.980000000000004,2,4,28.980000000000004,0.0,0.0,1
303,283,1,10.969999999999999,2,2,10.969999999999999,0.0,0.0,2
304,354,1,35.69,4,1,35.69,0.0,0.0,2
305,285,1,47.120000000000005,2,0,47.120000000000005,0.0,0.0,2
306,178,1,44.37,1,2,44.37,0.0,0.0,2
307,355,1,7.94,1,0,7.94,0.0,0.0,2
308,138,7,169.93,8,1,42.4825,25.083352214832317,-14.743,2
309,199,1,4.49,1,2,4.49,0.0,0.0,2
310,20,1,13.93,2,6,13.93,0.0,0.0,1
311,299,1,50.69,1,0,50.69,0.0,0.0,2
312,338,3,78.88,4,3,78.88,0.0,0.0,1
313,337,1,10.5,1,4,10.5,0.0,0.0,1
314,181,2,8.04,2,3,4.02,3.5638181771801993,-5.04,1
315,278,1,21.83,5,0,21.83,0.0,0.0,2
316,350,1,10.46,2,5,10.46,0.0,0.0,1
317,292,1,14.27,2,0,14.27,0.0,0.0,2
318,349,1,45.41,1,6,45.41,0.0,0.0,1
319,337,1,213.57,4,4,213.57,0.0,0.0,1
320,339,1,92.17999999999999,4,2,92.17999999999999,0.0,0.0,2
321,316,1,7.539999999999999,2,4,7.539999999999999,0.0,0.0,1
322,307,2,79.21,4,6,39.605000000000004,28.842885604599275,-40.79,1
323,281,1,15.18,1,4,15.18,0.0,0.0,1
324,303,1,25.29,2,3,25.29,0.0,0.0,1
325,300,2,48.09,6,6,48.09,0.0,0.0,1
326,270,1,14.97,1,1,14.97,0.0,0.0,2
327,324,1,13.059999999999999,2,3,13.059999999999999,0.0,0.0,1
328,206,2,85.09,6,2,42.545,54.18559264232513,76.63,2
329,347,1,25.689999999999998,3,1,25.689999999999998,0.0,0.0,2
330,344,1,10.02,1,4,10.02,0.0,0.0,1
331,337,1,3.41,1,4,3.41,0.0,0.0,1
332,278,5,84.88999999999999,7,0,28.296666666666663,22.89420086688621,9.815000000000001,2
333,140,2,12.0,1,5,6.0,0.0,0.0,1
334,258,9,645.78,16,2,215.26,150.7694972466248,38.86500000000001,0
335,307,1,4.91,1,6,4.91,0.0,0.0,1
336,284,1,6.33,1,1,6.33,0.0,0.0,2
337,258,2,21.78,3,4,10.89,7.452905473706211,-10.54,1
338,299,2,115.78999999999999,5,2,57.894999999999996,42.1082088196589,-59.54999999999998,2
339,298,4,777.1800000000001,23,1,259.06,90.56747153365828,86.21500000000002,0
340,299,1,4.02,1,0,4.02,0.0,0.0,2
341,346,1,11.25,1,2,11.25,0.0,0.0,2
342,253,5,33.989999999999995,6,3,11.329999999999998,10.468337976966543,9.495,1
343,364,1,6.75,1,5,6.75,0.0,0.0,1
344,255,9,82.78,13,3,20.695,16.15464948551964,2.466,1
345,339,2,11.68,2,1,11.68,0.0,0.0,2
346,221,3,84.06,6,1,42.03,54.68763845696759,-77.34,2
347,299,5,120.53999999999999,9,1,60.269999999999996,53.655262556435225,-75.88,2
348,127,2,73.71,4,4,36.855000000000004,23.638579695066284,33.43,1
349,303,1,12.25,1,3,12.25,0.0,0.0,1
350,345,2,17.259999999999998,3,1,17.259999999999998,0.0,0.0,2
351,297,1,17.18,2,2,17.18,0.0,0.0,2
352,322,1,36.97,1,5,36.97,0.0,0.0,1
353,256,7,89.14,6,1,22.284999999999997,6.005161668653614,2.601999999999999,2
354,212,2,92.93,3,0,46.465,57.76355295512907,-81.69,2
355,315,1,20.19,1,5,20.19,0.0,0.0,1
356,332,1,6.62,1,2,6.62,0.0,0.0,2
357,309,3,37.42,5,3,37.42,0.0,0.0,1
358,83,2,14.309999999999999,3,6,7.154999999999999,1.138441917710342,1.6100000000000003,1
359,351,1,68.72999999999999,2,4,68.72999999999999,0.0,0.0,1
360,313,1,3.53,1,0,3.53,0.0,0.0,2
361,329,1,19.51,3,5,19.51,0.0,0.0,1
362,170,1,40.13,2,3,40.13,0.0,0.0,1
363,243,1,16.38,2,0,16.38,0.0,0.0,2
364,290,1,19.63,1,2,19.63,0.0,0.0,2
365,289,1,3.82,1,3,3.82,0.0,0.0,1
366,305,7,84.3,11,3,28.099999999999998,22.7720815912819,-12.63,1
367,335,1,3.96,1,6,3.96,0.0,0.0,1
368,329,2,34.03,3,1,17.015,3.599173516239529,5.090000000000002,2
369,311,1,9.0,1,2,9.0,0.0,0.0,2
370,341,1,5.19,2,0,5.19,0.0,0.0,2
371,308,1,2.21,1,5,2.21,0.0,0.0,1
372,296,1,16.36,2,3,16.36,0.0,0.0,1
373,360,1,15.36,2,2,15.36,0.0,0.0,2
374,301,2,15.82,3,3,7.91,0.28284271247461834,0.39999999999999947,1
375,330,2,70.27,3,0,35.135,47.453936085429206,-67.11,2
376,321,1,3.81,1,6,3.81,0.0,0.0,1
377,269,1,11.0,1,2,11.0,0.0,0.0,2
378,141,1,6.75,1,4,6.75,0.0,0.0,1
379,352,1,36.63,1,3,36.63,0.0,0.0,1
380,283,1,4.02,1,2,4.02,0.0,0.0,2
381,324,1,6.68,1,3,6.68,0.0,0.0,1
382,143,2,75.81,9,2,37.905,16.751359646309307,23.689999999999998,2
383,325,1,68.65,6,2,68.65,0.0,0.0,2
384,346,1,39.75,1,2,39.75,0.0,0.0,2
385,207,1,22.33,2,1,22.33,0.0,0.0,2
386,187,6,110.31,11,1,27.577500000000004,30.48080748602307,9.989,2
387,275,1,9.5,1,3,9.5,0.0,0.0,1
388,220,1,34.629999999999995,2,2,34.629999999999995,0.0,0.0,2
389,333,1,8.18,1,1,8.18,0.0,0.0,2
390,302,1,14.44,2,4,14.44,0.0,0.0,1
391,358,1,21.86,3,4,21.86,0.0,0.0,1
392,194,1,5.38,1,0,5.38,0.0,0.0,2
393,302,2,88.62,6,3,44.309999999999995,52.34004394342824,-74.02,1
394,313,2,13.31,2,0,6.655,8.167083322704624,11.55,2
395,321,4,414.46,11,3,207.23,68.70249486008498,97.16000000000003,0
396,336,1,5.79,1,5,5.79,0.0,0.0,1
397,271,1,21.86,2,0,21.86,0.0,0.0,2
398,138,5,150.93,6,0,30.186,25.483810154684484,11.727000000000002,2
399,364,1,10.43,2,5,10.43,0.0,0.0,1
400,232,1,4.81,1,4,4.81,0.0,0.0,1
401,185,1,6.54,2,2,6.54,0.0,0.0,2
402,256,1,3.88,1,1,3.88,0.0,0.0,2
403,275,3,32.620000000000005,4,3,10.873333333333333,11.24678324381391,9.74,1
404,24,1,15.08,1,2,15.08,0.0,0.0,2
405,282,2,51.19,3,3,25.595,16.751359646309307,-23.689999999999998,1
406,304,1,18.880000000000003,2,2,18.880000000000003,0.0,0.0,2
407,287,1,7.44,1,5,7.44,0.0,0.0,1
408,177,3,142.83,8,3,47.60999999999999,58.008062370673954,8.61,1
409,338,1,7.88,1,3,7.88,0.0,0.0,1
410,272,4,81.33,9,3,20.3325,27.53108833664226,-16.462999999999997,1
411,293,1,2.97,1,6,2.97,0.0,0.0,1
412,327,2,60.59,5,0,60.59,0.0,0.0,2
413,210,2,31.43,4,5,15.715,5.3527983335821645,-7.57,1
414,179,2,67.23,5,3,33.615,26.749849532287097,37.83,1
415,296,3,31.8,4,4,15.899999999999999,12.091525958289962,-17.1,1
416,295,3,52.15,4,3,52.15,0.0,0.0,1
417,241,1,9.13,1,2,9.13,0.0,0.0,2
418,312,1,19.12,1,1,19.12,0.0,0.0,2
419,286,1,200.63,2,6,200.63,0.0,0.0,1
420,149,2,45.82,4,3,22.91,9.036824663564078,12.780000000000001,1
421,305,1,33.4,3,1,33.4,0.0,0.0,2
422,313,2,28.36,3,5,14.18,0.3535533905932738,0.5,1
423,185,2,208.23000000000002,2,6,104.115,130.6521199598384,-184.76999999999998,1
424,275,6,164.98,11,1,41.245,25.740119787341058,-16.381999999999998,2
425,333,1,3.34,1,1,3.34,0.0,0.0,2
426,236,1,11.5,1,0,11.5,0.0,0.0,2
427,364,1,15.19,3,5,15.19,0.0,0.0,1
428,362,1,4.91,1,0,4.91,0.0,0.0,2
429,353,1,25.53,5,2,25.53,0.0,0.0,2
430,319,1,21.54,1,1,21.54,0.0,0.0,2
431,314,1,5.03,1,6,5.03,0.0,0.0,1
432,283,2,288.31,14,2,288.31,0.0,0.0,0
433,311,1,15.329999999999998,2,2,15.329999999999998,0.0,0.0,2
434,318,1,15.61,3,2,15.61,0.0,0.0,2
435,319,1,14.37,1,1,14.37,0.0,0.0,2
436,119,3,32.08,4,5,10.693333333333333,15.144297056427984,-13.169999999999996,1
437,255,1,4.02,1,2,4.02,0.0,0.0,2
438,255,1,5.73,1,2,5.73,0.0,0.0,2
439,302,1,87.03,5,4,87.03,0.0,0.0,1
440,206,1,7.27,1,2,7.27,0.0,0.0,2
441,285,1,25.18,1,0,25.18,0.0,0.0,2
